"Exposure","Province.Territory","Proportion"
"Any nuts","NU",75.8643126092342
"Any nuts","Canada",74.0950205861154
"Peanuts (not including peanut butter)","BC",35.523529378704
"Peanuts (not including peanut butter)","AB",35.2664463774312
"Peanuts (not including peanut butter)","SK",36.8207747124836
"Peanuts (not including peanut butter)","MB",32.661941889668
"Peanuts (not including peanut butter)","ON",36.0336066203997
"Peanuts (not including peanut butter)","QC",29.8170223920448
"Peanuts (not including peanut butter)","NB",31.6947148684538
"Peanuts (not including peanut butter)","NS",32.7023864483823
"Peanuts (not including peanut butter)","PE",32.7239362433418
"Peanuts (not including peanut butter)","NL",33.7446844372497
"Peanuts (not including peanut butter)","YT",34.1910293171599
"Peanuts (not including peanut butter)","NT",25.7711660157567
"Peanuts (not including peanut butter)","NU",39.2124053901517
"Peanuts (not including peanut butter)","Canada",34.0922436046778
"Peanut butter","BC",54.0074087841249
"Peanut butter","AB",52.4151824149024
"Peanut butter","SK",52.3534022948889
"Peanut butter","MB",48.5017381833417
"Peanut butter","ON",52.0470992027307
"Peanut butter","QC",52.9017855838612
"Peanut butter","NB",52.9170500807203
"Peanut butter","NS",53.5478682125507
"Peanut butter","PE",47.5225015387428
"Peanut butter","NL",51.7154532674895
"Peanut butter","YT",61.1526016702394
"Peanut butter","NT",44.5496841792022
"Peanut butter","NU",57.2888012736246
"Peanut butter","Canada",52.4771002818298
"Almonds (excluding almond butter)","BC",45.65338636343
"Almonds (excluding almond butter)","AB",39.1017064095856
"Almonds (excluding almond butter)","SK",41.2083926682961
"Almonds (excluding almond butter)","MB",33.5457355634238
"Almonds (excluding almond butter)","ON",40.2006166059978
"Almonds (excluding almond butter)","QC",35.9874303550647
"Almonds (excluding almond butter)","NB",33.134144910552
"Almonds (excluding almond butter)","NS",34.9357939508485
"Almonds (excluding almond butter)","PE",30.4236467803923
"Almonds (excluding almond butter)","NL",31.0401232559249
"Almonds (excluding almond butter)","YT",45.3845020940721
"Almonds (excluding almond butter)","NT",32.0153683251185
"Almonds (excluding almond butter)","NU",27.8393459577234
"Almonds (excluding almond butter)","Canada",39.1324612285001
"Almond butter/spread","BC",8.79909162093188
"Almond butter/spread","AB",5.36524375685602
"Almond butter/spread","SK",4.47081349863151
"Almond butter/spread","MB",3.89137482794174
"Almond butter/spread","ON",7.41535141499187
"Almond butter/spread","QC",8.52126330150311
"Almond butter/spread","NB",4.884766344187
"Almond butter/spread","NS",4.94718291409953
"Almond butter/spread","PE",4.16022953316031
"Almond butter/spread","NL",4.99332709740598
"Almond butter/spread","YT",14.0075187454928
"Almond butter/spread","NT",4.48468614909609
"Almond butter/spread","NU",7.18105160353169
"Almond butter/spread","Canada",7.24032500829644
"Walnuts","BC",27.5754190639694
"Walnuts","AB",23.182289216339
"Walnuts","SK",19.9358460185098
"Walnuts","MB",15.8869334411808
"Walnuts","ON",26.3098678487025
"Walnuts","QC",21.9741666006814
"Walnuts","NB",17.7218662306036
"Walnuts","NS",19.202641275781
"Walnuts","PE",17.2281999716483
"Walnuts","NL",16.7062264515888
"Walnuts","YT",26.7882663524155
"Walnuts","NT",23.2557984615186
"Walnuts","NU",13.6412892189037
"Walnuts","Canada",23.9667617697611
"Hazelnuts (Filberts)","BC",13.2545606537027
"Hazelnuts (Filberts)","AB",8.84718679926325
"Hazelnuts (Filberts)","SK",9.53729913103931
"Hazelnuts (Filberts)","MB",6.66372309036766
"Hazelnuts (Filberts)","ON",10.9930398419105
"Hazelnuts (Filberts)","QC",9.43109778244798
"Hazelnuts (Filberts)","NB",7.03854415191008
"Hazelnuts (Filberts)","NS",9.98976432635261
"Hazelnuts (Filberts)","PE",7.9118370406017
"Hazelnuts (Filberts)","NL",10.7889883325607
"Hazelnuts (Filberts)","YT",11.5361219999049
"Hazelnuts (Filberts)","NT",5.28891272463294
"Hazelnuts (Filberts)","NU",5.01842337096814
"Hazelnuts (Filberts)","Canada",10.341715599796
"Butter/spread containing hazelnuts","BC",11.7740912793662
"Butter/spread containing hazelnuts","AB",16.5077435349728
"Butter/spread containing hazelnuts","SK",10.7792551202329
"Butter/spread containing hazelnuts","MB",14.8630941150583
"Butter/spread containing hazelnuts","ON",14.4111471343333
"Butter/spread containing hazelnuts","QC",20.92224701322
"Butter/spread containing hazelnuts","NB",11.5674769420923
"Butter/spread containing hazelnuts","NS",5.66920229011862
"Butter/spread containing hazelnuts","PE",8.18307050919098
"Butter/spread containing hazelnuts","NL",11.8506583250661
"Butter/spread containing hazelnuts","YT",7.56236928968001
"Butter/spread containing hazelnuts","NT",15.6787118127148
"Butter/spread containing hazelnuts","NU",30.1449144913329
"Butter/spread containing hazelnuts","Canada",15.3836609294041
"Cashews","BC",36.1242529822994
"Cashews","AB",30.3496440133446
"Cashews","SK",31.1587754982659
"Cashews","MB",25.4136594625527
"Cashews","ON",32.2950365496529
"Cashews","QC",31.524226630138
"Cashews","NB",25.4263626696951
"Cashews","NS",29.6900614186468
"Cashews","PE",22.2529290303018
"Cashews","NL",24.4928127117918
"Cashews","YT",33.5172000956149
"Cashews","NT",33.5877434226636
"Cashews","NU",36.600951909813
"Cashews","Canada",31.7601679466703
"Cashew butter/spread","BC",2.28681610411103
"Cashew butter/spread","AB",1.82109725381732
"Cashew butter/spread","SK",0.749152372170623
"Cashew butter/spread","MB",1.61026336031969
"Cashew butter/spread","ON",1.69469755060856
"Cashew butter/spread","QC",1.63276717477435
"Cashew butter/spread","NB",1.23860880272627
"Cashew butter/spread","NS",1.35197651182148
"Cashew butter/spread","PE",0.538828984900382
"Cashew butter/spread","NL",0.553679177430221
"Cashew butter/spread","YT",1.93631520382746
"Cashew butter/spread","NT",5.18172600706617
"Cashew butter/spread","NU",3.33191534167976
"Cashew butter/spread","Canada",1.70653093406167
"Pecans","BC",21.1027222820431
"Pecans","AB",16.6595047480558
"Pecans","SK",15.1072107547093
"Pecans","MB",13.6065108034302
"Pecans","ON",17.5106793050328
"Pecans","QC",16.3667016005863
"Pecans","NB",13.6815497863912
"Pecans","NS",13.1661841811873
"Pecans","PE",9.29180066806089
"Pecans","NL",12.1658944748722
"Pecans","YT",24.4858670333104
"Pecans","NT",20.513694059363
"Pecans","NU",9.52934474525397
"Pecans","Canada",17.1030766737345
"Other nuts","BC",28.133667572916
"Other nuts","AB",22.7331697359431
"Other nuts","SK",20.8666791917734
"Other nuts","MB",17.1450725653739
"Other nuts","ON",22.7869954927338
"Other nuts","QC",20.5280853792517
"Other nuts","NB",15.9758008065465
"Other nuts","NS",19.3731196263123
"Other nuts","PE",14.3127579804232
"Other nuts","NL",17.1443780701656
"Other nuts","YT",25.804625671035
"Other nuts","NT",21.366762823255
"Other nuts","NU",44.6237990257316
"Other nuts","Canada",22.3797287405142
"Other nut paste, butter or spread*","BC",16.1
"Other nut paste, butter or spread*","AB",18.3
"Other nut paste, butter or spread*","SK",12.8
"Other nut paste, butter or spread*","MB",15.5
"Other nut paste, butter or spread*","ON",16.5
"Other nut paste, butter or spread*","QC",24.5
"Other nut paste, butter or spread*","NB",14.7
"Other nut paste, butter or spread*","NS",17.6
"Other nut paste, butter or spread*","PE",11.9
"Other nut paste, butter or spread*","NL",10.8
"Other nut paste, butter or spread*","YT",22.9
"Other nut paste, butter or spread*","NT",16.8
"Other nut paste, butter or spread*","NU",21.6
"Other nut paste, butter or spread*","Canada",18.3
"Any seeds","BC",61.9434060646854
"Any seeds","AB",50.4985357935524
"Any seeds","SK",48.925380195693
"Any seeds","MB",48.950529054163
"Any seeds","ON",51.8793592701319
"Any seeds","QC",52.8481170389084
"Any seeds","NB",45.3858772556813
"Any seeds","NS",47.9269221809053
"Any seeds","PE",44.4209401524614
"Any seeds","NL",42.1501585622767
"Any seeds","YT",58.4895368146096
"Any seeds","NT",39.0588891338115
"Any seeds","NU",52.54819805879
"Any seeds","Canada",52.6931656775942
"Sunflower seeds","BC",26.3568417069003
"Sunflower seeds","AB",17.8298843452841
"Sunflower seeds","SK",18.7976285510356
"Sunflower seeds","MB",19.3192174255069
"Sunflower seeds","ON",18.5064040122011
"Sunflower seeds","QC",17.7663046574218
"Sunflower seeds","NB",19.935284468017
"Sunflower seeds","NS",14.5713702565956
"Sunflower seeds","PE",18.0356458458955
"Sunflower seeds","NL",13.6806236812191
"Sunflower seeds","YT",27.5436573708782
"Sunflower seeds","NT",13.481204388345
"Sunflower seeds","NU",10.6376110628784
"Sunflower seeds","Canada",19.2082873601826
"Butter or paste containing sunflower seeds","BC",6.35544330337457
"Butter or paste containing sunflower seeds","AB",4.26924583828568
"Butter or paste containing sunflower seeds","SK",2.21077911080506
"Butter or paste containing sunflower seeds","MB",3.61858967039974
"Butter or paste containing sunflower seeds","ON",4.47385102353812
"Butter or paste containing sunflower seeds","QC",3.02731470702922
"Butter or paste containing sunflower seeds","NB",2.46737329565478
"Butter or paste containing sunflower seeds","NS",1.72626578854638
"Butter or paste containing sunflower seeds","PE",3.69029942153867
"Butter or paste containing sunflower seeds","NL",3.07570360683171
"Butter or paste containing sunflower seeds","YT",4.43653461065368
"Butter or paste containing sunflower seeds","NT",3.24240165078672
"Butter or paste containing sunflower seeds","NU",2.48642145584833
"Butter or paste containing sunflower seeds","Canada",4.12470390311932
"Sesame seeds","BC",36.1813749962761
"Sesame seeds","AB",28.4803156565644
"Sesame seeds","SK",20.5637103934208
"Sesame seeds","MB",22.8675411862767
"Sesame seeds","ON",29.5489438138395
"Sesame seeds","QC",32.851924044164
"Sesame seeds","NB",22.9421123372571
"Sesame seeds","NS",21.2063287224085
"Sesame seeds","PE",17.8283503146402
"Sesame seeds","NL",27.7931170703754
"Sesame seeds","YT",33.4820797637922
"Sesame seeds","NT",20.0372491676394
"Sesame seeds","NU",38.8912342797243
"Sesame seeds","Canada",30.1363328208963
"Tahini, including home made hummus","BC",18.0888330512137
"Tahini, including home made hummus","AB",15.0487192881518
"Tahini, including home made hummus","SK",5.440171100611
"Tahini, including home made hummus","MB",8.17684184230698
"Tahini, including home made hummus","ON",15.8433237741661
"Tahini, including home made hummus","QC",12.6300334960985
"Tahini, including home made hummus","NB",9.46122473970424
"Tahini, including home made hummus","NS",11.615431858294
"Tahini, including home made hummus","PE",9.14745081860957
"Tahini, including home made hummus","NL",6.99294961941455
"Tahini, including home made hummus","YT",19.2451066089709
"Tahini, including home made hummus","NT",19.219249370196
"Tahini, including home made hummus","NU",20.0543887727025
"Tahini, including home made hummus","Canada",14.3238636421096
"Tahini, halva or other products made from sesame seeds*","BC",7.7
"Tahini, halva or other products made from sesame seeds*","AB",6.3
"Tahini, halva or other products made from sesame seeds*","SK",2.2
"Tahini, halva or other products made from sesame seeds*","MB",3.4
"Tahini, halva or other products made from sesame seeds*","ON",7.8
"Tahini, halva or other products made from sesame seeds*","QC",6.4
"Tahini, halva or other products made from sesame seeds*","NB",6.2
"Tahini, halva or other products made from sesame seeds*","NS",4
"Tahini, halva or other products made from sesame seeds*","PE",2.3
"Tahini, halva or other products made from sesame seeds*","NL",5
"Tahini, halva or other products made from sesame seeds*","YT",11.2
"Tahini, halva or other products made from sesame seeds*","NT",7.7
"Tahini, halva or other products made from sesame seeds*","NU",5.4
"Tahini, halva or other products made from sesame seeds*","Canada",6.8
"Chia seeds/chia seed powder","BC",19.7925079337822
"Chia seeds/chia seed powder","AB",13.0443232300297
"Chia seeds/chia seed powder","SK",18.8171215067598
"Chia seeds/chia seed powder","MB",10.5837586859508
"Chia seeds/chia seed powder","ON",15.3913863049407
"Chia seeds/chia seed powder","QC",19.4254482244139
"Chia seeds/chia seed powder","NB",10.3668531439525
"Chia seeds/chia seed powder","NS",15.304520528129
"Chia seeds/chia seed powder","PE",9.62334819079458
"Chia seeds/chia seed powder","NL",11.0033901893642
"Chia seeds/chia seed powder","YT",20.9342747105006
"Chia seeds/chia seed powder","NT",14.358654369043
"Chia seeds/chia seed powder","NU",8.03163160809077
"Chia seeds/chia seed powder","Canada",16.3870505300181
"Flax seeds/flax seed powder","BC",22.1266142479979
"Flax seeds/flax seed powder","AB",15.4254175603313
"Flax seeds/flax seed powder","SK",17.8332760035407
"Flax seeds/flax seed powder","MB",14.4606567051832
"Flax seeds/flax seed powder","ON",17.0711844183568
"Flax seeds/flax seed powder","QC",14.8576557581137
"Flax seeds/flax seed powder","NB",12.0035187004035
"Flax seeds/flax seed powder","NS",19.2806610076828
"Flax seeds/flax seed powder","PE",14.8524705558504
"Flax seeds/flax seed powder","NL",12.6448783108966
"Flax seeds/flax seed powder","YT",26.1619989882068
"Flax seeds/flax seed powder","NT",12.821144747716
"Flax seeds/flax seed powder","NU",11.4216472748942
"Flax seeds/flax seed powder","Canada",16.861640633037
"Other seeds","BC",25.9174962652122
"Other seeds","AB",20.0835507149803
"Other seeds","SK",14.9811872774065
"Other seeds","MB",17.229696481492
"Other seeds","ON",20.5750401498238
"Other seeds","QC",17.1179251131456
"Other seeds","NB",20.1969347846004
"Other seeds","NS",21.4087535041115
"Other seeds","PE",18.2338024692895
"Other seeds","NL",14.6937958176906
"Other seeds","YT",31.1990652871354
"Other seeds","NT",16.645172332752
"Other seeds","NU",12.9801941503875
"Other seeds","Canada",20.0694750281877
"Any beef (not including deli-meat)","BC",76.05545870988
"Any beef (not including deli-meat)","AB",83.7998659846803
"Any beef (not including deli-meat)","SK",83.7724664755834
"Any beef (not including deli-meat)","MB",80.7623249686862
"Any beef (not including deli-meat)","ON",79.1176258872921
"Any beef (not including deli-meat)","QC",79.9698025434243
"Any beef (not including deli-meat)","NB",79.4955177058209
"Any beef (not including deli-meat)","NS",75.8844776797015
"Any beef (not including deli-meat)","PE",84.2650288756158
"Any beef (not including deli-meat)","NL",83.0910053186329
"Any beef (not including deli-meat)","YT",71.0919870263318
"Any beef (not including deli-meat)","NT",74.8640467284123
"Any beef (not including deli-meat)","NU",77.2661745289078
"Any beef (not including deli-meat)","Canada",79.6212433113175
"Any ground beef","BC",63.7149241478991
"Any ground beef","AB",73.0260506458439
"Any ground beef","SK",75.7201523130273
"Any ground beef","MB",71.6504176683364
"Any ground beef","ON",67.357246261908
"Any ground beef","QC",69.3275331487177
"Any ground beef","NB",74.486394211356
"Any ground beef","NS",67.0099438703641
"Any ground beef","PE",77.6723906463788
"Any ground beef","NL",74.1126137136561
"Any ground beef","YT",59.7628284444585
"Any ground beef","NT",67.7355071274496
"Any ground beef","NU",69.70952938265
"Any ground beef","Canada",68.663925345666
"Ground beef consumed raw or undercooked","BC",2.75580146597956
"Ground beef consumed raw or undercooked","AB",2.81710493487961
"Ground beef consumed raw or undercooked","SK",1.795690050657
"Ground beef consumed raw or undercooked","MB",0.470799313742032
"Ground beef consumed raw or undercooked","ON",1.84949197495209
"Ground beef consumed raw or undercooked","QC",5.40635374775114
"Ground beef consumed raw or undercooked","NB",3.22770324542517
"Ground beef consumed raw or undercooked","NS",0.278644850343885
"Ground beef consumed raw or undercooked","PE",2.64284457334444
"Ground beef consumed raw or undercooked","NL",1.69960097343582
"Ground beef consumed raw or undercooked","YT",0.58189108243633
"Ground beef consumed raw or undercooked","NT",0.200606704545516
"Ground beef consumed raw or undercooked","NU",7.687228238464
"Ground beef consumed raw or undercooked","Canada",2.8413550209751
"Any other ground beef*","BC",36.7
"Any other ground beef*","AB",47.7
"Any other ground beef*","SK",47.9
"Any other ground beef*","MB",50.2
"Any other ground beef*","ON",41.8
"Any other ground beef*","QC",51.6
"Any other ground beef*","NB",39.4
"Any other ground beef*","NS",34.1
"Any other ground beef*","PE",39.3
"Any other ground beef*","NL",43.2
"Any other ground beef*","YT",29.9
"Any other ground beef*","NT",43.3
"Any other ground beef*","NU",42.7
"Any other ground beef*","Canada",44.3
"Any hamburgers","BC",40.9897962622708
"Any hamburgers","AB",46.1340165619852
"Any hamburgers","SK",51.2867446380888
"Any hamburgers","MB",48.4070881850843
"Any hamburgers","ON",44.9800937901168
"Any hamburgers","QC",43.3606086648578
"Any hamburgers","NB",47.5786641965607
"Any hamburgers","NS",40.772046155092
"Any hamburgers","PE",53.9767373686598
"Any hamburgers","NL",49.851543225708
"Any hamburgers","YT",35.4089572275085
"Any hamburgers","NT",37.5547697653946
"Any hamburgers","NU",43.182694524038
"Any hamburgers","Canada",44.5447624090536
"Store-bought frozen beef patties","BC",14.317889708906
"Store-bought frozen beef patties","AB",16.0768115156071
"Store-bought frozen beef patties","SK",20.7301497476869
"Store-bought frozen beef patties","MB",15.3283895057757
"Store-bought frozen beef patties","ON",18.4898858822255
"Store-bought frozen beef patties","QC",6.53440118898649
"Store-bought frozen beef patties","NB",16.2702486965198
"Store-bought frozen beef patties","NS",11.118732574658
"Store-bought frozen beef patties","PE",13.6313376844689
"Store-bought frozen beef patties","NL",25.2287372903992
"Store-bought frozen beef patties","YT",10.7387448069808
"Store-bought frozen beef patties","NT",18.1385356666586
"Store-bought frozen beef patties","NU",18.8386451731993
"Store-bought frozen beef patties","Canada",14.6556290247555
"Home-made hamburgers*","BC",17.1
"Home-made hamburgers*","AB",20.1
"Home-made hamburgers*","SK",27.4
"Home-made hamburgers*","MB",26.2
"Home-made hamburgers*","ON",18.5
